"abspos","chromosome_name","start_position","end_position","ensembl_gene_id","hgnc_symbol","band"
1793244734,10,118357108,118365103,"ENSG00000232139","RP11-319I23.2","q26.11"
1793456874,10,118572871,118573620,"ENSG00000234309","RP11-36N22.1","q26.11"
1793476473,10,118589989,118595699,"ENSG00000119973","PRLHR","q26.11"
1793527608,10,118643760,118644198,"ENSG00000225155","RP11-36N22.3","q26.11"
1793598337,10,118674167,118755249,"ENSG00000151893","CACUL1","q26.11"
1793576577,10,118692361,118693535,"ENSG00000277687","RP11-427L15.2","q26.11"
1793755957,10,118872054,118872602,"ENSG00000236058","RP11-215A21.2","q26.11"
1793816613,10,118932674,118933295,"ENSG00000213574","RP11-498J9.1","q26.11"
1793887339,10,119003536,119003884,"ENSG00000229272","RP11-498J9.2","q26.11"
1793915353,10,119029716,119033732,"ENSG00000188613","NANOS1","q26.11"
1793940875,10,119033670,119080823,"ENSG00000107581","EIF3A","q26.11"
1793943703,10,119060011,119060138,"ENSG00000207468","SNORA19","q26.11"
1793976869,10,119093140,119093341,"ENSG00000271343","RP11-435O11.5","q26.11"
1794004664,10,119104086,119137984,"ENSG00000119979","FAM45A","q26.11"
1794036846,10,119140767,119165667,"ENSG00000183605","SFXN4","q26.11"
1794056897,10,119167703,119178833,"ENSG00000165672","PRDX3","q26.11"
1794217294,10,119207589,119459742,"ENSG00000198873","GRK5","q26.11"
1794093774,10,119208531,119211760,"ENSG00000228485","RP11-567J24.4","q26.11"
1794096630,10,119212857,119213146,"ENSG00000242853","RN7SL749P","q26.11"
1794216836,10,119330233,119336182,"ENSG00000236426","RP11-79M19.2","q26.11"
1794261636,10,119377972,119378043,"ENSG00000265719","MIR4681","q26.11"
1794404897,10,119499828,119542708,"ENSG00000148908","RGS10","q26.11"
1794445944,10,119562101,119562530,"ENSG00000271353","RP11-179H18.8","q26.11"
1794468044,10,119571802,119597029,"ENSG00000151923","TIAL1","q26.11"
1794505103,10,119621068,119621880,"ENSG00000234569","RP11-179H18.4","q26.11"
1794522398,10,119638456,119639082,"ENSG00000227437","RP11-179H18.5","q26.11"
1794548223,10,119651370,119677819,"ENSG00000151929","BAG3","q26.11"
1794567104,10,119683127,119683823,"ENSG00000232823","RP11-179H18.7","q26.11"
1794661316,10,119726097,119829278,"ENSG00000198825","INPP5F","q26.11"
1794652021,10,119768247,119768538,"ENSG00000242818","RN7SL846P","q26.11"
1794688744,10,119793589,119816642,"ENSG00000270300","RP11-359E7.2","q26.11"
1794702628,10,119818866,119819133,"ENSG00000282413","RP11-359E7.3","q26.11"
1794744609,10,119829404,119892556,"ENSG00000197771","MCMBP","q26.11"
1794802313,10,119892711,119944658,"ENSG00000107651","SEC23IP","q26.11"
1794842181,10,119958513,119958592,"ENSG00000265370","MIR4682","q26.12"
1794881026,10,119997086,119997709,"ENSG00000180230","RP11-198M6.2","q26.12"
1794953698,10,120069980,120070159,"ENSG00000223455","RP11-781P14.3","q26.12"
1795238571,10,120354701,120355183,"ENSG00000220842","RP11-572P18.1","q26.12"
1795321308,10,120434983,120440376,"ENSG00000234522","RP11-572P18.2","q26.12"
1795407033,10,120456954,120589855,"ENSG00000203805","PLPP4","q26.12"
1795482665,10,120597949,120600124,"ENSG00000177234","C10orf85","q26.12"
1795690207,10,120761812,120851345,"ENSG00000227165","RP11-323P17.1","q26.12"
1795705938,10,120819307,120825311,"ENSG00000274461","RP11-323P17.2","q26.12"
1795763978,10,120851175,120909524,"ENSG00000120008","WDR11","q26.12"
1795763590,10,120879256,120880667,"ENSG00000271670","RP11-95I16.4","q26.12"
1795836752,10,120925547,120980700,"ENSG00000227307","RP11-95I16.2","q26.12"
1795868910,10,120984966,120985596,"ENSG00000278484","RP11-95I16.6","q26.12"
1796017035,10,121133090,121133723,"ENSG00000236762","RP11-159H3.1","q26.12"
1796065962,10,121178700,121185966,"ENSG00000227143","RP11-159H3.2","q26.12"
1796294687,10,121410916,121411200,"ENSG00000222979","RN7SKP167","q26.13"
1796422025,10,121478334,121598458,"ENSG00000066468","FGFR2","q26.13"
1796499261,10,121615425,121615839,"ENSG00000223432","RP11-62L18.3","q26.13"
1796597429,10,121713607,121713994,"ENSG00000223540","RPS15AP5","q26.13"
1796621645,10,121736303,121739730,"ENSG00000224250","RP11-78A18.2","q26.13"
1796718240,10,121740421,121928801,"ENSG00000107669","ATE1","q26.13"
1796823767,10,121928312,121951965,"ENSG00000226864","RP11-500G22.2","q26.13"
1796840569,10,121956782,121957098,"ENSG00000276742","RP11-500G22.4","q26.13"
1796849781,10,121957088,121975217,"ENSG00000107672","NSMCE4A","q26.13"
1796850361,10,121965764,121967700,"ENSG00000273891","RP11-500G22.5","q26.13"
1797005488,10,121989174,122254545,"ENSG00000138162","TACC2","q26.13"
1797188363,10,122271306,122338162,"ENSG00000138152","BTBD16","q26.13"
1797229370,10,122345690,122345793,"ENSG00000202245","RNU6-728P","q26.13"
1797292278,10,122374696,122442602,"ENSG00000107679","PLEKHA1","q26.13"
1797300645,10,122416965,122417067,"ENSG00000265442","MIR3941","q26.13"
1797339631,10,122454653,122457352,"ENSG00000254636","ARMS2","q26.13"
1797371845,10,122461525,122514908,"ENSG00000166033","HTRA1","q26.13"
1797485829,10,122560665,122643736,"ENSG00000187908","DMBT1","q26.13"
1797582394,10,122697709,122699822,"ENSG00000183559","C10orf120","q26.13"
1797661777,10,122729429,122826868,"ENSG00000176584","DMBT1P1","q26.13"
1797725100,10,122832149,122850793,"ENSG00000138161","CUZD1","q26.13"
1797747988,10,122849078,122879641,"ENSG00000213185","FAM24B","q26.13"
1797772777,10,122879681,122898615,"ENSG00000255624","RP11-564D11.3","q26.13"
1797795535,10,122910701,122913111,"ENSG00000203795","FAM24A","q26.13"
1797826282,10,122930903,122954403,"ENSG00000119965","C10orf88","q26.13"
1797859576,10,122954381,122997513,"ENSG00000179988","PSTK","q26.13"
1797883440,10,122990806,123008817,"ENSG00000095574","IKZF5","q26.13"
1797917274,10,123008979,123058311,"ENSG00000196177","ACADSB","q26.13"
1798020480,10,123135962,123137741,"ENSG00000188620","HMX3","q26.13"
1798033026,10,123148122,123150672,"ENSG00000188816","HMX2","q26.13"
1798046001,10,123154277,123170467,"ENSG00000154473","BUB3","q26.13"
1798055334,10,123171535,123171875,"ENSG00000227586","RP11-162A23.5","q26.13"
1798207133,10,123323422,123323586,"ENSG00000270902","RP11-338O1.3","q26.13"
1798320708,10,123356450,123517708,"ENSG00000230131","RP11-282I1.1","q26.13"
1798310305,10,123425713,123427640,"ENSG00000225152","RP11-338O1.2","q26.13"
1798462626,10,123574227,123583767,"ENSG00000234542","RP11-282I1.2","q26.13"
1798564110,10,123666355,123694607,"ENSG00000154478","GPR26","q26.13"
1798706866,10,123706207,123940267,"ENSG00000121898","CPXM2","q26.13"
1798660838,10,123776670,123777749,"ENSG00000231138","RP11-391M7.3","q26.13"
1798806214,10,123913574,123931597,"ENSG00000234677","RP11-285A18.2","q26.13"
1798875918,10,123991910,123992669,"ENSG00000213438","RP11-47G11.3","q26.13"
1798888195,10,124004304,124004828,"ENSG00000232334","RP11-47G11.2","q26.13"
1798934265,10,124007666,124093607,"ENSG00000182022","CHST15","q26.13"
1799291768,10,124397303,124418976,"ENSG00000065154","OAT","q26.13"
1799331340,10,124445239,124450184,"ENSG00000229544","NKX1-2","q26.13"
1799332229,10,124447152,124450048,"ENSG00000271434","RP13-238F13.3","q26.13"
1799423490,10,124461834,124617888,"ENSG00000107902","LHPP","q26.13"
1799373829,10,124489823,124490578,"ENSG00000229455","RPS10P18","q26.13"
1799588032,10,124617080,124791727,"ENSG00000258539","RP11-12J10.3","q26.13"
1799565409,10,124619292,124744269,"ENSG00000189319","FAM53B","q26.13"
1799507345,10,124623353,124624079,"ENSG00000278831","RP11-12J10.4","q26.13"
1799592550,10,124703625,124714217,"ENSG00000233334","RP11-464O2.2","q26.13"
1799653638,10,124748149,124791870,"ENSG00000203791","METTL10","q26.13"
1799702856,10,124801785,124836670,"ENSG00000165660","FAM175B","q26.13"
1799751547,10,124867510,124868326,"ENSG00000214807","RP11-464O2.5","q26.13"
1799813641,10,124917143,124942881,"ENSG00000249456","RP11-298J20.4","q26.13"
1799848785,10,124942123,124988189,"ENSG00000019995","ZRANB1","q26.13"
1799829447,10,124945204,124946432,"ENSG00000226899","RP11-298J20.3","q26.13"
1799956372,10,124984317,125161170,"ENSG00000175029","CTBP2","q26.13"
1799882406,10,124996064,125001491,"ENSG00000273599","RP11-59C5.3","q26.13"
1799916455,10,125032783,125032870,"ENSG00000264572","MIR4296","q26.13"
1800046304,10,125162379,125162971,"ENSG00000282787","RP11-151A10.3","q26.13"
1800050436,10,125166677,125166937,"ENSG00000214298","RP11-151A10.2","q26.13"
1800357438,10,125473686,125473932,"ENSG00000233135","RP11-359B3.1","q26.13"
1800460037,10,125574371,125578445,"ENSG00000237675","RP11-118H17.1","q26.13"
1800513462,10,125576522,125683144,"ENSG00000175018","TEX36","q26.13"
1800551041,10,125666875,125667950,"ENSG00000214297","ALDOAP2","q26.13"
1800580082,10,125683229,125709677,"ENSG00000228021","RP11-383C5.3","q26.13"
1800593630,10,125700436,125719566,"ENSG00000224023","RP11-383C5.4","q26.2"
1800612099,10,125707416,125749525,"ENSG00000280561","RP11-383C5.8","q26.2"
1800602697,10,125718771,125719365,"ENSG00000234134","RP11-383C5.5","q26.2"
1800625458,10,125719515,125764143,"ENSG00000107938","EDRF1","q26.2"
1800622501,10,125725634,125752110,"ENSG00000236991","RP11-383C5.7","q26.2"
1800654766,10,125766453,125775821,"ENSG00000154485","MMP21","q26.2"
1800687743,10,125784980,125823248,"ENSG00000188690","UROS","q26.2"
1800703410,10,125819740,125819822,"ENSG00000265092","MIR4484","q26.2"
1800722249,10,125823546,125853695,"ENSG00000107949","BCCIP","q26.2"
1800750015,10,125836337,125896436,"ENSG00000089876","DHX32","q26.2"
1800774251,10,125890566,125890678,"ENSG00000222629","RNU2-42P","q26.2"
1800836694,10,125896539,126009592,"ENSG00000203780","FANK1","q26.2"
1800843936,10,125960208,125960406,"ENSG00000234016","RP11-295J3.3","q26.2"
1800856286,10,125972188,125973126,"ENSG00000233409","RP11-295J3.2","q26.2"
1801084047,10,126012381,126388455,"ENSG00000148848","ADAM12","q26.2"
1801029157,10,126145474,126145582,"ENSG00000222740","RNA5SP328","q26.2"
1801156743,10,126272818,126273411,"ENSG00000213170","RP11-81B10.2","q26.2"
1801301503,10,126413869,126421879,"ENSG00000235180","RP11-422P15.3","q26.2"
1801431350,10,126424997,126670446,"ENSG00000154493","C10orf90","q26.2"
1802062592,10,126905409,127452517,"ENSG00000150760","DOCK1","q26.2"
1801890930,10,126988095,127026507,"ENSG00000223528","RP11-223P11.3","q26.2"
1801903617,10,127013501,127026475,"ENSG00000232935","RP11-223P11.2","q26.2"
1802049421,10,127135426,127196158,"ENSG00000188916","FAM196A","q26.2"
1802434633,10,127549369,127552639,"ENSG00000214285","NPS","q26.2"
1802619408,10,127734562,127736996,"ENSG00000279725","RP11-288A5.2","q26.2"
1802622839,10,127737235,127741186,"ENSG00000186766","FOXI2","q26.2"
1802751813,10,127867881,127868487,"ENSG00000270778","RP11-31A20.1","q26.2"
1802769023,10,127877841,127892947,"ENSG00000180745","CLRN3","q26.2"
1802880087,10,127907061,128085855,"ENSG00000132334","PTPRE","q26.2"
1802815575,10,127929376,127934517,"ENSG00000232259","RP11-4C20.3","q26.2"
1802819061,10,127934698,127936167,"ENSG00000227076","RP11-4C20.4","q26.2"
1802995151,10,128096659,128126385,"ENSG00000148773","MKI67","q26.2"
1803133008,10,128181032,128317726,"ENSG00000280953","LINC01163","q26.2"
1803201877,10,128316282,128320214,"ENSG00000234640","RP11-264E18.1","q26.2"
1803798204,10,128912879,128916271,"ENSG00000224190","RP11-442O18.2","q26.3"
1803843046,10,128958772,128960062,"ENSG00000232985","RP11-442O18.1","q26.3"
1804168615,10,129278251,129291722,"ENSG00000225424","RP11-168C9.1","q26.3"
1804501224,10,129467184,129768007,"ENSG00000170430","MGMT","q26.3"
1804581548,10,129693722,129702117,"ENSG00000237224","RP11-109A6.2","q26.3"
1804652768,10,129768844,129769435,"ENSG00000227374","RP11-109A6.3","q26.3"
1804679606,10,129784983,129806971,"ENSG00000283141","RP11-109A6.5","q26.3"
1804783191,10,129835283,129963841,"ENSG00000108001","EBF3","q26.3"
1804721278,10,129837505,129837794,"ENSG00000275327","RP11-234G16.4","q26.3"
1804726965,10,129843299,129843374,"ENSG00000266676","MIR4297","q26.3"
1804729240,10,129845328,129845895,"ENSG00000275005","RP11-234G16.5","q26.3"
1804949050,10,130020025,130110817,"ENSG00000237489","RP11-500G10.1","q26.3"
1804988412,10,130104569,130104998,"ENSG00000277218","RP11-500G10.5","q26.3"
1804990892,10,130106046,130108481,"ENSG00000233122","CTAGE7","q26.3"
1805015634,10,130131770,130132241,"ENSG00000233319","RP11-500G10.4","q26.3"
1805044089,10,130136399,130184521,"ENSG00000108010","GLRX3","q26.3"
1805168153,10,130282445,130286604,"ENSG00000276375","RP11-339B9.1","q26.3"
1805344739,10,130439067,130483154,"ENSG00000236303","RP11-540N6.1","q26.3"
1805846257,10,130962588,130962668,"ENSG00000264803","MIR378C","q26.3"
1806085685,10,131092391,131311721,"ENSG00000176769","TCERG1L","q26.3"
1805979126,10,131095218,131095777,"ENSG00000230098","RP11-462G8.3","q26.3"
1806664927,10,131772398,131790199,"ENSG00000189275","LINC01164","q26.3"
1806716338,10,131831910,131833508,"ENSG00000280446","XX-FYM637E10_5.1","q26.3"
1806777097,10,131891640,131895297,"ENSG00000283095","ABC11-4932300O16.1","q26.3"
1806813868,10,131900644,131959834,"ENSG00000175470","PPP2R2D","q26.3"
1806857863,10,131966455,131982013,"ENSG00000176171","BNIP3","q26.3"
1806854996,10,131971202,131971533,"ENSG00000277959","RP11-45A17.2","q26.3"
1806864417,10,131980240,131981337,"ENSG00000273521","RP11-45A17.4","q26.3"
1806881921,10,131996738,131999846,"ENSG00000279982","RP11-45A17.3","q26.3"
1807028369,10,132104671,132184809,"ENSG00000188385","JAKMIP3","q26.3"
1807067222,10,132181225,132185962,"ENSG00000235010","RP11-140A10.3","q26.3"
1807079967,10,132186900,132205776,"ENSG00000151640","DPYSL4","q26.3"
1807153298,10,132207492,132331847,"ENSG00000165752","STK32C","q26.3"
1807239665,10,132332154,132379918,"ENSG00000148814","LRRC27","q26.3"
1807291144,10,132397168,132417863,"ENSG00000171813","PWWP2B","q26.3"
1807303647,10,132419083,132420953,"ENSG00000231705","RP11-432J24.2","q26.3"
1807321237,10,132433733,132441484,"ENSG00000234311","RP11-432J24.3","q26.3"
1807330496,10,132444327,132449408,"ENSG00000180066","C10orf91","q26.3"
1807398537,10,132511626,132518191,"ENSG00000226900","RP11-432J24.5","q26.3"
1807405267,10,132520827,132522449,"ENSG00000229081","RP11-432J24.6","q26.3"
1807544279,10,132537820,132783480,"ENSG00000068383","INPP5A","q26.3"
1807668244,10,132783179,132786052,"ENSG00000148826","NKX6-2","q26.3"
1807759236,10,132808392,132942823,"ENSG00000171811","CFAP46","q26.3"
1807838257,10,132943967,132965289,"ENSG00000232903","RP13-137A17.4","q26.3"
1807845417,10,132961340,132962237,"ENSG00000224758","RP13-137A17.5","q26.3"
1807854573,10,132965534,132976354,"ENSG00000240707","RP13-137A17.6","q26.3"
1807984931,10,133070929,133131675,"ENSG00000197177","ADGRA1","q26.3"
1807969411,10,133083073,133088491,"ENSG00000256925","RP13-439H18.4","q26.3"
1808028587,10,133144612,133145304,"ENSG00000235264","RP13-439H18.7","q26.3"
1808077058,10,133160447,133226412,"ENSG00000171798","KNDC1","q26.3"
1808114545,10,133230274,133231558,"ENSG00000171794","UTF1","q26.3"
1808123295,10,133237404,133241929,"ENSG00000151650","VENTX","q26.3"
1808130813,10,133246478,133247891,"ENSG00000166917","RP13-49I15.5","q26.3"
1808131194,10,133247511,133247620,"ENSG00000284219","MIR202","q26.3"
1808140976,10,133257144,133257551,"ENSG00000273980","RP13-49I15.6","q26.3"
1808153264,10,133262403,133276868,"ENSG00000151651","ADAM8","q26.3"
1808179112,10,133278630,133312337,"ENSG00000130640","TUBGCP2","q26.3"
1808179211,10,133295187,133295977,"ENSG00000235245","RP11-122K13.12","q26.3"
1808194447,10,133308475,133313162,"ENSG00000198546","ZNF511","q26.3"
1808214598,10,133309410,133352529,"ENSG00000283496","ZNF511-PRAP1","q26.3"
1808214132,10,133324072,133336935,"ENSG00000130643","CALY","q26.3"
1808228403,10,133344643,133344906,"ENSG00000230306","RP11-122K13.8","q26.3"
1808231869,10,133345754,133350726,"ENSG00000226699","RP11-122K13.7","q26.3"
1808233543,10,133347146,133352683,"ENSG00000165828","PRAP1","q26.3"
1808240223,10,133355154,133358035,"ENSG00000148803","FUOM","q26.3"
1808251713,10,133362480,133373689,"ENSG00000127884","ECHS1","q26.3"
1808255238,10,133371556,133371663,"ENSG00000265395","MIR3944","q26.3"
1808258431,10,133374736,133374869,"ENSG00000274685","RP11-122K13.15","q26.3"
1808269093,10,133379234,133391694,"ENSG00000148832","PAOX","q26.3"
1808289293,10,133390834,133420495,"ENSG00000254536","RP11-108K14.8","q26.3"
1808291329,10,133394094,133421307,"ENSG00000148824","MTG1","q26.3"
1808306248,10,133420666,133424572,"ENSG00000203772","SPRN","q26.3"
1808314485,10,133430394,133431318,"ENSG00000273327","OR6L2P","q26.3"
1808372372,10,133453928,133523558,"ENSG00000214279","SCART1","q26.3"
1808365133,10,133481238,133481770,"ENSG00000273336","OR7M1P","q26.3"
1808424442,10,133520406,133561220,"ENSG00000130649","CYP2E1","q26.3"
1808410515,10,133526259,133527513,"ENSG00000278518","RP11-108K14.12","q26.3"
1808445497,10,133553901,133569835,"ENSG00000171772","SYCE1","q26.3"
1808459205,10,133575122,133576031,"ENSG00000233685","OR6L1P","q26.3"
1808508974,10,133623895,133626795,"ENSG00000225899","FRG2B","q26.3"
1808521279,10,133637408,133637892,"ENSG00000213543","RARRES2P2","q26.3"
1808525470,10,133640789,133642894,"ENSG00000233435","AGGF1P2","q26.3"
1808542564,10,133657235,133660635,"ENSG00000230468","CLUHP5","q26.3"
1808548396,10,133664429,133665106,"ENSG00000279626","DUX4L28","q26.3"
1808551414,10,133667151,133668419,"ENSG00000280337","DUX4L25","q26.3"
1808554713,10,133670450,133671718,"ENSG00000274599","DUX4L24","q26.3"
1808558012,10,133673749,133675017,"ENSG00000276964","DUX4L23","q26.3"
1808561322,10,133677059,133678327,"ENSG00000277274","DUX4L22","q26.3"
1808564632,10,133680369,133681637,"ENSG00000275610","DUX4L21","q26.3"
1808567931,10,133683668,133684936,"ENSG00000276164","DUX4L20","q26.3"
1808624574,10,133740606,133741284,"ENSG00000237635","DUX4L29","q26.3"
1808627594,10,133743332,133744598,"ENSG00000278664","DUX4L10","q26.3"
1808630903,10,133746641,133747907,"ENSG00000278761","DUX4L11","q26.3"
1808634212,10,133749950,133751216,"ENSG00000278790","DUX4L12","q26.3"
1808637512,10,133753250,133754516,"ENSG00000276046","DUX4L13","q26.3"
1808640821,10,133756559,133757825,"ENSG00000276904","DUX4L14","q26.3"
1808644121,10,133759859,133761125,"ENSG00000278641","DUX4L15","q26.3"
1808662101,10,133778246,133778699,"ENSG00000213147","RPL23AP60","q26.3"
1808662007,10,133778258,133778498,"ENSG00000282875","XXyac-YRM2136_A.2","q26.3"
1808757012,11,75780,76143,"ENSG00000253826","RP11-304M2.1","p15.5"
1808768168,11,86649,87586,"ENSG00000224777","OR4F2P","p15.5"
1808800498,11,112967,125927,"ENSG00000254468","RP11-304M2.6","p15.5"
1808805768,11,123312,126123,"ENSG00000270921","RP11-304M2.7","p15.5"
1808814459,11,127204,139612,"ENSG00000230724","RP11-304M2.2","p15.5"
1808838758,11,129279,186136,"ENSG00000255229","RP11-304M2.3","p15.5"
1808834101,11,152999,153102,"ENSG00000222225","RNU6-447P","p15.5"
1808868657,11,167784,207428,"ENSG00000177951","BET1L","p15.5"
1808874877,11,193080,194573,"ENSG00000188076","SCGB1C1","p15.5"
1808879550,11,196738,200261,"ENSG00000177947","ODF3","p15.5"
1808885597,11,203623,205470,"ENSG00000254559","RP11-304M2.5","p15.5"
1808892363,11,207511,215113,"ENSG00000177963","RIC8A","p15.5"
1808890422,11,209336,209406,"ENSG00000283920","MIR6743","p15.5"
1808907245,11,215458,236931,"ENSG00000142082","SIRT3","p15.5"
1808925816,11,236546,252984,"ENSG00000185627","PSMD13","p15.5"
1808924342,11,243099,243483,"ENSG00000277290","RP11-326C3.16","p15.5"
1808962913,11,278365,285359,"ENSG00000174885","NLRP6","p15.5"
1808969197,11,287305,288987,"ENSG00000255026","RP11-326C3.2","p15.5"
1808973672,11,289135,296107,"ENSG00000142102","ATHL1","p15.5"
1808979914,11,298200,299526,"ENSG00000206013","IFITM5","p15.5"
1808985051,11,303856,304144,"ENSG00000255533","RP11-326C3.4","p15.5"
1808992502,11,307631,315272,"ENSG00000185201","IFITM2","p15.5"
1808991691,11,310139,311141,"ENSG00000254910","RP11-326C3.7","p15.5"
1808995440,11,313506,315272,"ENSG00000185885","IFITM1","p15.5"
1809003186,11,318640,325631,"ENSG00000251661","RP11-326C3.11","p15.5"
1809004654,11,319669,327537,"ENSG00000142089","IFITM3","p15.5"
1809003259,11,321991,322426,"ENSG00000255089","RP11-326C3.10","p15.5"
1809003507,11,322186,322727,"ENSG00000270105","RP11-326C3.14","p15.5"
1809007049,11,325703,326294,"ENSG00000270030","RP11-326C3.13","p15.5"
1809009697,11,327171,330122,"ENSG00000255328","RP11-326C3.12","p15.5"
1809014491,11,333192,333688,"ENSG00000270972","RP11-326C3.15","p15.5"
1809057007,11,369796,382116,"ENSG00000182272","B4GALNT4","p15.5"
1809079812,11,392614,404908,"ENSG00000184363","PKP3","p15.5"
1809092636,11,405716,417455,"ENSG00000185187","SIGIRR","p15.5"
1809111023,11,417933,442011,"ENSG00000185101","ANO9","p15.5"
1809121597,11,440399,440693,"ENSG00000243562","RN7SL838P","p15.5"
1809150884,11,448268,491399,"ENSG00000174915","PTDSS2","p15.5"
1809144465,11,462930,463899,"ENSG00000255237","RP13-317D12.3","p15.5"
1809181957,11,494512,507300,"ENSG00000023191","RNH1","p15.5"
1809210334,11,528907,529659,"ENSG00000254739","RP13-46H24.1","p15.5"
1809215815,11,532242,537287,"ENSG00000174775","HRAS","p15.5"
1809227272,11,537527,554916,"ENSG00000161328","LRRC56","p15.5"
1809238868,11,554855,560779,"ENSG00000185522","LMNTD2","p15.5"
1809239902,11,557595,560107,"ENSG00000254815","RP11-496I9.1","p15.5"
1809243263,11,560404,564021,"ENSG00000099849","RASSF7","p15.5"
1809248109,11,565660,568457,"ENSG00000247095","MIR210HG","p15.5"
1809249194,11,568089,568198,"ENSG00000199038","MIR210","p15.5"
1809275405,11,576486,612222,"ENSG00000070047","PHRF1","p15.5"
1809295327,11,612553,615999,"ENSG00000185507","IRF7","p15.5"
1809302372,11,616565,626078,"ENSG00000099834","CDHR5","p15.5"
1809307838,11,626431,627143,"ENSG00000070031","SCT","p15.5"
1809320050,11,637293,640706,"ENSG00000069696","DRD4","p15.5"
1809356525,11,644233,706715,"ENSG00000177030","DEAF1","p15.5"
1809353201,11,665910,678391,"ENSG00000255158","RP11-754B17.1","p15.5"
1809392133,11,694438,727727,"ENSG00000177106","EPS8L2","p15.5"
1809381279,11,695428,705028,"ENSG00000177042","TMEM80","p15.5"
1809398856,11,708564,727047,"ENSG00000269915","AP006621.9","p15.5"
1809437227,11,747329,765024,"ENSG00000177156","TALDO1","p15.5"
1809453405,11,767220,777488,"ENSG00000177225","PDDC1","p15.5"
1809461988,11,777578,784297,"ENSG00000255284","AP006621.5","p15.5"
1809461237,11,779617,780755,"ENSG00000279672","CMB9-55F22.1","p15.5"
1809462926,11,781645,782105,"ENSG00000255142","AP006621.6","p15.5"
1809469664,11,787104,790123,"ENSG00000184524","CEND1","p15.5"
1809475455,11,790475,798333,"ENSG00000177542","SLC25A22","p15.5"
1809479401,11,797511,799190,"ENSG00000274897","CMB9-55F22.2","p15.5"
1809485517,11,799179,809753,"ENSG00000177595","PIDD1","p15.5"
1809492314,11,809647,812880,"ENSG00000177600","RPLP2","p15.5"
1809492798,11,811681,811814,"ENSG00000199785","SNORA52","p15.5"
1809503288,11,818902,825573,"ENSG00000177666","PNPLA2","p15.5"
1809509309,11,823634,832883,"ENSG00000255108","AP006621.8","p15.5"
1809510118,11,826144,831991,"ENSG00000177685","EFCAB4A","p15.5"
1809517388,11,832843,839831,"ENSG00000177697","CD151","p15.5"
1809521001,11,837356,842545,"ENSG00000177700","POLR2L","p15.5"
1809536013,11,842808,867116,"ENSG00000214063","TSPAN4","p15.5"
1809539388,11,856880,859795,"ENSG00000250397","RP11-1391J7.1","p15.5"
1809572510,11,867860,915058,"ENSG00000177830","CHID1","p15.5"
1809649620,11,924894,1012245,"ENSG00000183020","AP2A2","p15.5"
1809629523,11,948421,948524,"ENSG00000222561","RNU6-1025P","p15.5"
1809705814,11,1012821,1036706,"ENSG00000184956","MUC6","p15.5"
1809733865,11,1049880,1055749,"ENSG00000254872","RP13-870H17.3","p15.5"
1809773744,11,1074875,1110511,"ENSG00000198788","MUC2","p15.5"
1809860596,11,1157953,1201138,"ENSG00000215182","MUC5AC","p15.5"
1809923670,11,1223066,1262172,"ENSG00000117983","MUC5B","p15.5"
1809927019,11,1242261,1249676,"ENSG00000255177","RP11-532E4.2","p15.5"
1809937688,11,1256605,1256670,"ENSG00000275669","MIR6744","p15.5"
1809973063,11,1274371,1309654,"ENSG00000078902","TOLLIP","p15.5"
1809991289,11,1309769,1310707,"ENSG00000255153","CTD-2245O6.1","p15.5"
1810107345,11,1389899,1462689,"ENSG00000174672","BRSK2","p15.5"
1810166403,11,1469457,1501247,"ENSG00000182208","MOB2","p15.5"
1810244033,11,1554044,1571920,"ENSG00000184545","DUSP8","p15.5"
1810266319,11,1571353,1599184,"ENSG00000233930","RP13-25N22.1","p15.5"
1810265863,11,1584342,1585283,"ENSG00000205869","KRTAP5-1","p15.5"
1810278786,11,1597177,1598294,"ENSG00000205867","KRTAP5-2","p15.5"
1810289065,11,1607565,1608463,"ENSG00000196224","KRTAP5-3","p15.5"
1810302599,11,1620958,1622138,"ENSG00000241598","KRTAP5-4","p15.5"
1810311292,11,1629775,1630707,"ENSG00000185940","KRTAP5-5","p15.5"
1810344014,11,1662584,1663343,"ENSG00000231487","AP006285.7","p15.5"
1810347777,11,1665597,1667856,"ENSG00000205866","FAM99A","p15.5"
1810365500,11,1683269,1685629,"ENSG00000205865","FAM99B","p15.5"
1810369727,11,1688297,1689056,"ENSG00000227306","AP006285.6","p15.5"
1810378526,11,1697195,1697755,"ENSG00000205864","KRTAP5-6","p15.5"
1810422551,11,1732410,1750591,"ENSG00000244242","IFITM10","p15.5"
1810430438,11,1734821,1763954,"ENSG00000250644","RP11-295K3.1","p15.5"
1810439713,11,1752752,1764573,"ENSG00000117984","CTSD","p15.5"
1810442468,11,1760348,1762486,"ENSG00000235027","AC068580.6","p15.5"
1810444430,11,1763009,1763749,"ENSG00000229512","AC068580.5","p15.5"
1810458710,11,1776930,1778388,"ENSG00000230834","AC068580.7","p15.5"
1810473762,11,1792553,1792870,"ENSG00000230980","AC139143.1","p15.5"
1810484543,11,1802889,1804095,"ENSG00000230080","AC139143.2","p15.5"
1810513965,11,1828307,1837521,"ENSG00000149043","SYT8","p15.5"
1810521385,11,1838989,1841680,"ENSG00000130598","TNNI2","p15.5"
1810553669,11,1852970,1892267,"ENSG00000130592","LSP1","p15.5"
1810540551,11,1859464,1859536,"ENSG00000264493","MIR4298","p15.5"
1810546473,11,1864177,1866667,"ENSG00000249086","AC051649.12","p15.5"
